BJD - 2454833, Corrected Flux
2208.156592090, 1.103697542,
2208.177023582, 1.099801229,
2208.197455275, 1.101989637,
2208.217886868, 1.102345726,
2208.238318360, 1.101006539,
2208.258750054, 1.104439572,
2208.299613140, 1.100308670,
2208.320044834, 1.101694812,
2208.340476428, 1.100037938,
2208.360908122, 1.100758830,
2208.381339616, 1.100510227,
2208.401771210, 1.102399181,
2208.422202905, 1.102488794,
2208.442634399, 1.102695002,
2208.463065994, 1.102964860,
2208.483497689, 1.101316332,
2208.503929284, 1.105328309,
2208.544792475, 1.105762868,
2208.565224071, 1.100188738,
2208.585655667, 1.100401762,
2208.606087263, 1.102674112,
2208.626518759, 1.101678791,
2208.646950456, 1.103363735,
2208.667382053, 1.106450912,
2208.687813549, 1.105247101,
2208.708245246, 1.102880243,
2208.728676844, 1.101884607,
2208.749108541, 1.103087687,
2208.789971636, 1.102092949,
2208.810403334, 1.104881127,
2208.830834833, 1.102683366,
2208.851266431, 1.103262762,
2208.871698129, 1.107777880,
2208.892129628, 1.106625531,
2208.912561327, 1.105566957,
2208.932992926, 1.106291018,
2208.953424425, 1.104633791,
2208.973856125, 1.102539071,
2208.994287724, 1.104343535,
2209.035150924, 1.103361982,
2209.055582524, 1.104630014,
2209.076014125, 1.104253428,
2209.096445725, 1.101954319,
2209.116877326, 1.105874988,
2209.157740628, 1.106073426,
2209.178172129, 1.110072755,
2209.198603831, 1.104800837,
2209.219035432, 1.103900799,
2209.239466934, 1.104982581,
2209.280330139, 1.105333119,
2209.300761841, 1.108152815,
2209.321193444, 1.106843340,
2209.341624946, 1.107299319,
2209.362056649, 1.107244835,
2209.382488253, 1.104112382,
2209.402919756, 1.106686692,
2209.423351460, 1.106264777,
2209.443783063, 1.107674876,
2209.464214567, 1.105721837,
2209.484646272, 1.106554355,
2209.525509580, 1.106496017,
2209.545941085, 1.108206009,
2209.566372690, 1.106835083,
2209.586804395, 1.106875487,
2209.607235901, 1.108742089,
2209.627667506, 1.108171756,
2209.648099212, 1.108047168,
2209.668530818, 1.108097485,
2209.688962424, 1.106169550,
2209.709394030, 1.107208599,
2209.729825637, 1.108611983,
2209.770688850, 1.111399538,
2209.791120457, 1.109168435,
2209.811552165, 1.108342605,
2209.831983672, 1.105568045,
2209.852415280, 1.110620795,
2209.872846888, 1.108522166,
2209.893278496, 1.106532461,
2209.913710204, 1.107916798,
2209.934141713, 1.108712364,
2209.954573321, 1.110026375,
2209.975005030, 1.107156155,
2210.015868149, 1.109158684,
2210.036299858, 1.110905787,
2210.056731368, 1.109521848,
2210.077163078, 1.108578576,
2210.097594688, 1.108919421,
2210.118026198, 1.110338537,
2210.138457908, 1.110349501,
2210.158889519, 1.109953182,
2210.179321130, 1.109008927,
2210.199752741, 1.111766303,
2210.220184352, 1.108868795,
2210.281479187, 1.108490949,
2210.301910899, 1.110258137,
2210.322342412, 1.108032423,
2210.342774024, 1.110130219,
2210.363205737, 1.112188530,
2210.383637350, 1.110232120,
2210.404068863, 1.111550421,
2210.424500576, 1.112044207,
2210.444932190, 1.109867227,
2210.465363904, 1.114129883,
2210.485795418, 1.111631691,
2210.506227032, 1.111571210,
2210.526658646, 1.111258352,
2210.547090261, 1.112355066,
2210.567521875, 1.110607198,
2210.587953590, 1.111278994,
2210.608385105, 1.114683645,
2210.649248336, 1.110833033,
2210.669679952, 1.111807802,
2210.690111668, 1.110135538,
2210.710543184, 1.113614930,
2210.751406518, 1.111358535,
2210.771838034, 1.113123163,
2210.792269651, 1.110590835,
2210.812701369, 1.113079799,
2210.833132986, 1.113110734,
2210.853564604, 1.111442293,
2210.873996222, 1.115369234,
2210.894427840, 1.111745293,
2210.914859458, 1.113742145,
2210.955722695, 1.113683696,
2210.996585934, 1.108799559,
2211.017017553, 1.113906972,
2211.037449273, 1.111754863,
2211.057880792, 1.111829606,
2211.078312512, 1.111864936,
2211.098744133, 1.113144040,
2211.119175653, 1.111904100,
2211.139607374, 1.113694922,
2211.160038995, 1.112591548,
2211.180470516, 1.111249520,
2211.200902237, 1.113209446,
2211.241765480, 1.111902032,
2211.262197102, 1.111588673,
2211.282628624, 1.110886584,
2211.303060347, 1.112671756,
2211.323491969, 1.113683251,
2211.343923492, 1.114275999,
2211.364355215, 1.113711597,
2211.384786838, 1.116380751,
2211.405218462, 1.112527462,
2211.425650086, 1.113607467,
2211.446081710, 1.111525267,
2211.486944958, 1.113408973,
2211.507376582, 1.114620800,
2211.527808307, 1.113202360,
2211.548239932, 1.115380869,
2211.568671457, 1.115732692,
2211.609534808, 1.113053945,
2211.629966434, 1.113485320,
2211.650398060, 1.112112167,
2211.670829686, 1.112073558,
2211.691261413, 1.113429744,
2211.732124567, 1.111354155,
2211.752556294, 1.114078733,
2211.772987821, 1.113607684,
2211.793419449, 1.111989628,
2211.813851177, 1.112556664,
2211.834282705, 1.110214573,
2211.854714433, 1.112284720,
2211.875146062, 1.112575641,
2211.895577591, 1.114043799,
2211.916009320, 1.113126869,
2211.977304208, 1.113105431,
2211.997735738, 1.113486486,
2212.018167468, 1.112976295,
2212.038599098, 1.113089513,
2212.059030729, 1.112865340,
2212.079462360, 1.113345745,
2212.099893991, 1.115255833,
2212.120325622, 1.112795843,
2212.140757253, 1.110788870,
2212.161188885, 1.112374992,
2212.181620517, 1.113857032,
2212.202052249, 1.113026151,
2212.222483782, 1.111935897,
2212.242915514, 1.113623477,
2212.263347147, 1.112339261,
2212.304210413, 1.112700779,
2212.324642047, 1.115267255,
2212.345073581, 1.114397408,
2212.365505315, 1.112711098,
2212.385936949, 1.112700357,
2212.406368683, 1.112360518,
2212.426800218, 1.110205205,
2212.467663588, 1.115683821,
2212.488095124, 1.112861240,
2212.508526759, 1.115005878,
2212.549390031, 1.111876853,
2212.569821667, 1.110270469,
2212.590253304, 1.115896124,
2212.610684941, 1.114389291,
2212.631116678, 1.112367607,
2212.651548215, 1.116787220,
2212.671979852, 1.116277837,
2212.712843228, 1.113564626,
2212.733274766, 1.113594695,
2212.753706505, 1.114121284,
2212.774138143, 1.113643103,
2212.794569682, 1.112344007,
2212.815001421, 1.114466049,
2212.835433061, 1.113709299,
2212.876296340, 1.112173932,
2212.896727980, 1.110672329,
2212.917159720, 1.112601295,
2212.958022902, 1.112091741,
2212.978454643, 1.111629891,
2212.998886184, 1.111024659,
2213.019317925, 1.111225307,
2213.039749567, 1.112231695,
2213.060181109, 1.112713759,
2213.080612851, 1.115952999,
2213.101044494, 1.115093806,
2213.121476036, 1.114766359,
2213.141907779, 1.116015123,
2213.162339423, 1.115957020,
2213.203202710, 1.111751412,
2213.223634353, 1.115989065,
2213.244065998, 1.116447438,
2213.264497642, 1.113495311,
