BJD - 2454833, Corrected Flux
2166.680438982, 1.009096434,
2166.700870765, 1.009733156,
2166.721302548, 1.010544480,
2166.741734330, 1.008288586,
2166.762166113, 1.008256375,
2166.782597895, 1.010500399,
2166.803029676, 1.008901009,
2166.823461557, 1.009715192,
2166.864325018, 1.009038028,
2166.884756899, 1.008653945,
2166.905188678, 1.009980160,
2166.925620358, 1.009819690,
2166.946052237, 1.010493261,
2166.966484016, 1.007218190,
2166.986915694, 1.010953864,
2167.007347572, 1.010562193,
2167.027779350, 1.009061510,
2167.048211027, 1.011047630,
2167.068642904, 1.015270725,
2167.109506357, 1.009116061,
2167.129938233, 1.012511742,
2167.150370008, 1.009071734,
2167.170801684, 1.011536336,
2167.191233559, 1.009526482,
2167.211665333, 1.010714729,
2167.232097108, 1.009077857,
2167.252528882, 1.008789568,
2167.272960655, 1.009523864,
2167.293392428, 1.018386395,
2167.313824201, 1.012033120,
2167.354687846, 1.009195790,
2167.375119518, 1.010212360,
2167.395551290, 1.012668931,
2167.415983161, 1.012365424,
2167.436414832, 1.006759144,
2167.456846602, 1.011058495,
2167.477278472, 1.011862785,
2167.497710142, 1.012582556,
2167.518141912, 1.008513767,
2167.538573781, 1.009076778,
2167.559005450, 1.010566892,
2167.599869086, 1.011876539,
2167.620300754, 1.011599314,
2167.640732522, 1.012420904,
2167.661164389, 1.009498758,
2167.681596055, 1.020490105,
2167.702027822, 1.010496453,
2167.722459688, 1.011470583,
2167.742891454, 1.008977972,
2167.763323119, 1.016262330,
2167.783754984, 1.010688618,
2167.804186749, 1.010792238,
2167.845050278, 1.010764910,
2167.865482042, 1.010316902,
2167.885913905, 1.011868042,
2167.906345568, 1.010772320,
2167.926777331, 1.010889128,
2167.947209193, 1.010727815,
2167.967640856, 1.013467971,
2167.988072617, 1.010852741,
2168.008504479, 1.014689592,
2168.028936140, 1.009921982,
2168.049367901, 1.012808737,
2168.090231421, 1.011679178,
2168.110663181, 1.009055266,
2168.131094940, 1.013022835,
2168.151526699, 1.014178898,
2168.171958458, 1.012893863,
2168.192390217, 1.014032717,
2168.212821975, 1.015761853,
2168.233253733, 1.013290132,
2168.253685590, 1.012787995,
2168.274117247, 1.013286169,
2168.294549004, 1.014326226,
2168.335412717, 1.015034119,
2168.355844472, 1.011796506,
2168.376276328, 1.012453253,
2168.396708083, 1.014904163,
2168.417139938, 1.014364849,
2168.437571592, 1.013102258,
2168.458003346, 1.010978422,
2168.478435200, 1.013676952,
2168.498866854, 1.011409386,
2168.519298607, 1.015112434,
2168.539730460, 1.014177565,
2168.580593865, 1.012364687,
2168.601025716, 1.014539295,
2168.621457468, 1.015191919,
2168.641889119, 1.010950021,
2168.662320970, 1.012975797,
2168.682752720, 1.013101542,
2168.703184371, 1.011716524,
2168.723616221, 1.013285338,
2168.744047970, 1.014873413,
2168.764479619, 1.010634398,
2168.825774865, 1.015711732,
2168.846206713, 1.013651971,
2168.866638361, 1.013421730,
2168.887070108, 1.012926650,
2168.907501955, 1.013509802,
2168.927933602, 1.013688783,
2168.948365448, 1.014915106,
2168.968797194, 1.014652604,
2168.989228840, 1.013624785,
2169.009660685, 1.010927355,
2169.030092431, 1.018553449,
2169.070955920, 1.015451228,
2169.091387664, 1.014229840,
2169.111819407, 1.015134005,
2169.132251151, 1.013871471,
2169.152682894, 1.016047507,
2169.173114637, 1.013441213,
2169.193546479, 1.012865846,
2169.213978121, 1.013033502,
2169.234409863, 1.014553883,
2169.254841705, 1.013814347,
2169.275273346, 1.012512652,
2169.316136928, 1.012672680,
2169.336568568, 1.014728101,
2169.357000308, 1.013977189,
2169.377432147, 1.014907198,
2169.397863787, 1.012892187,
2169.418295626, 1.013272545,
2169.438727364, 1.015849515,
2169.459159103, 1.012839365,
2169.479590841, 1.014044701,
2169.500022478, 1.016462520,
2169.520454316, 1.014412889,
2169.561317790, 1.014955762,
2169.581749426, 1.018045634,
2169.602181262, 1.016162868,
2169.622612998, 1.014288028,
2169.643044634, 1.017093261,
2169.663476469, 1.012028325,
2169.683908204, 1.073091245,
2169.724771673, 1.014445207,
2169.745203406, 1.015082609,
2169.765635040, 1.015183050,
2169.806498606, 1.018461227,
2169.826930239, 1.016862244,
2169.847362071, 1.015116046,
2169.867793803, 1.016198290,
2169.888225635, 1.016470017,
2169.908657266, 1.015143579,
2169.929088998, 1.019982914,
2169.949520828, 1.015666119,
2169.969952459, 1.018396412,
2169.990384189, 1.016530511,
2170.010816019, 1.016931028,
2170.051679378, 1.014694252,
2170.072111207, 1.015200676,
2170.092542935, 1.017807870,
2170.112974564, 1.016146125,
2170.133406392, 1.016093484,
2170.153838119, 1.015999737,
2170.174269747, 1.019200337,
2170.194701574, 1.017877231,
2170.215133301, 1.015349177,
2170.235564927, 1.018108814,
2170.255996753, 1.022467402,
2170.296860105, 1.016733543,
2170.317291930, 1.014787459,
2170.337723555, 1.018547625,
2170.358155279, 1.016879938,
2170.378587103, 1.016391258,
2170.399018828, 1.017479280,
2170.419450551, 1.016210137,
2170.439882275, 1.017326310,
2170.460313998, 1.015774792,
2170.480745720, 1.018857508,
2170.501177443, 1.017601791,
2170.521609165, 1.017194244,
2170.542040987, 1.018415641,
2170.562472608, 1.013245475,
2170.582904330, 1.015842976,
2170.603336151, 1.014671078,
2170.623767771, 1.018189930,
2170.644199492, 1.018297572,
2170.664631312, 1.020225068,
2170.685062931, 1.016611198,
2170.705494651, 1.018839563,
2170.725926470, 1.019125649,
2170.746358089, 1.015569250,
2170.787221625, 1.016893328,
2170.807653243, 1.016895638,
2170.828084961, 1.017629137,
2170.848516778, 1.017764755,
2170.868948495, 1.018466906,
2170.889380212, 1.018666135,
2170.909811928, 1.018718691,
2170.930243645, 1.016702817,
2170.950675360, 1.016785347,
2170.971107076, 1.017108412,
2170.991538691, 1.019791805,
2171.032402220, 1.020318949,
2171.052833835, 1.013881470,
2171.073265649, 1.018836531,
2171.093697362, 1.014485628,
2171.114128976, 1.019119934,
2171.134560789, 1.020039206,
2171.154992502, 1.016306575,
2171.195855927, 1.019396190,
2171.216287638, 1.020609639,
2171.236719350, 1.017581199,
2171.277582772, 1.018174723,
2171.298014483, 1.018101622,
2171.318446193, 1.019474124,
2171.338877904, 1.019067610,
2171.359309713, 1.019039790,
2171.379741423, 1.019387173,
2171.400173032, 1.017856172,
2171.420604841, 1.017249091,
2171.441036550, 1.020872931,
2171.461468158, 1.017052736,
2171.481899966, 1.018203001,
2171.522763281, 1.017416219,
2171.543195089, 1.018579788,
2171.563626796, 1.016217218,
2171.584058402, 1.019949042,
2171.604490208, 1.021956149,
2171.624921914, 1.019358378,
2171.645353520, 1.020531877,
2171.665785326, 1.018305837,
2171.686217031, 1.019801814,
2171.706648636, 1.018116982,
2171.727080440, 1.020269635,
2171.747512144, 1.017361128,
2171.767943748, 1.017367587,
2171.788375552, 1.016074981,
2171.808807255, 1.020813305,
2171.829238959, 1.018177238,
2171.849670661, 1.019116390,
2171.870102364, 1.018994556,
2171.890534066, 1.019188538,
2171.910965768, 1.020017347,
2171.931397470, 1.021429406,
2171.951829271, 1.019288109,
2171.972260872, 1.019418550,
2172.033555974, 1.019458540,
2172.053987673, 1.021432354,
2172.074419473, 1.018364719,
2172.094851072, 1.020978432,
2172.115282771, 1.019974025,
2172.135714570, 1.020729691,
2172.176577867, 1.022688184,
2172.197009665, 1.022430505,
2172.217441362, 1.020529561,
2172.258304757, 1.022039430,
2172.278736454, 1.020346654,
2172.299168150, 1.019755273,
2172.319599846, 1.021863962,
2172.340031542, 1.019226392,
2172.360463238, 1.021112684,
2172.380894933, 1.017824870,
2172.401326628, 1.019835765,
2172.421758323, 1.021107924,
2172.442190017, 1.020275879,
2172.462621711, 1.024414076,
2172.483053405, 1.020504716,
2172.503485099, 1.020944869,
2172.523916692, 1.019723920,
2172.544348486, 1.021262855,
2172.564780178, 1.022184074,
2172.585211871, 1.019180907,
2172.605643563, 1.018494936,
2172.626075255, 1.020242531,
2172.646506947, 1.022860403,
2172.666938638, 1.019411464,
2172.687370329, 1.021270452,
2172.707802120, 1.022027465,
2172.748665401, 1.021247130,
2172.769097191, 1.020886945,
2172.789528880, 1.020417968,
2172.809960470, 1.021151505,
2172.830392259, 1.021777428,
2172.850823948, 1.021835279,
2172.871255536, 1.023418140,
2172.891687325, 1.019635891,
2172.912119013, 1.020864758,
2172.932550600, 1.020294715,
2172.952982388, 1.020111158,
2172.973414075, 1.021014743,
2172.993845662, 1.017843266,
2173.014277449, 1.021369616,
2173.034709135, 1.021738055,
2173.055140821, 1.019404653,
2173.075572507, 1.020597167,
2173.096004193, 1.016893790,
2173.116435878, 1.021426884,
2173.136867563, 1.021834505,
2173.157299248, 1.021347421,
2173.177730932, 1.022483943,
2173.198162616, 1.027115667,
2173.239026084, 1.022780402,
2173.259457667, 1.020376704,
2173.279889350, 1.022645686,
2173.300321133, 1.021496327,
2173.320752715, 1.023705817,
2173.341184398, 1.020959532,
2173.361616180, 1.021101051,
2173.382047761, 1.020312973,
2173.402479443, 1.021813641,
2173.422911224, 1.021181795,
2173.443342805, 1.020929098,
2173.484206266, 1.022046725,
2173.504637846, 1.022272077,
2173.525069526, 1.021164515,
2173.545501305, 1.024024641,
2173.565932884, 1.025044616,
2173.586364663, 1.022137649,
2173.606796342, 1.030164723,
2173.627228021, 1.021722854,
2173.647659699, 1.021024023,
2173.668091377, 1.020396677,
2173.688523054, 1.022491956,
2173.729386409, 1.021798340,
2173.749818086, 1.021451487,
2173.770249862, 1.022910127,
2173.790681439, 1.024859196,
2173.811113115, 1.022455260,
2173.831544890, 1.019430766,
2173.851976466, 1.021827409,
2173.872408141, 1.022194556,
2173.892839816, 1.023075484,
2173.913271491, 1.021435154,
2173.933703065, 1.021345626,
2173.954134839, 1.023338486,
2173.974566513, 1.024557512,
2173.994998287, 1.023286516,
2174.015429860, 1.021966373,
2174.035861533, 1.023184470,
2174.056293306, 1.020929765,
2174.076724979, 1.022410293,
2174.097156551, 1.022613369,
2174.117588323, 1.022303125,
2174.138019995, 1.021101511,
2174.158451567, 1.025722695,
2174.178883338, 1.022927415,
2174.219746580, 1.022948278,
2174.240178350, 1.023327802,
2174.260610020, 1.022384677,
2174.281041590, 1.021215329,
2174.321905029, 1.020669216,
2174.342336598, 1.022134644,
2174.362768367, 1.021446959,
2174.383200036, 1.019752070,
2174.403631604, 1.022239820,
2174.424063373, 1.023489198,
2174.464926808, 1.024749611,
2174.485358375, 1.023201790,
2174.505790042, 1.023178489,
2174.526221709, 1.020806243,
2174.546653476, 1.022778638,
2174.567085042, 1.023685514,
2174.587516708, 1.021247794,
2174.607948374, 1.023543938,
2174.628380039, 1.021747474,
2174.648811805, 1.023566172,
2174.669243370, 1.020979066,
2174.689675034, 1.024302335,
2174.710106799, 1.025143948,
2174.730538363, 1.022724027,
2174.750970027, 1.020492407,
2174.771401791, 1.024018930,
2174.791833354, 1.025290698,
2174.812265018, 1.022682058,
2174.832696780, 1.022635368,
2174.853128343, 1.021795811,
2174.873560106, 1.023194005,
2174.893991768, 1.018639907,
2174.914423430, 1.021521127,
2174.955286753, 1.020258906,
2174.975718414, 1.024517970,
2174.996150075, 1.022302942,
2175.016581736, 1.024030224,
2175.037013396, 1.024393946,
2175.057445156, 1.023802412,
2175.077876716, 1.024983158,
2175.098308376, 1.022291218,
2175.118740135, 1.023848519,
2175.139171695, 1.025482618,
2175.159603353, 1.024374126,
2175.200466671, 1.022677059,
2175.220898329, 1.023435188,
2175.241330086, 1.024011589,
2175.261761644, 1.026110759,
2175.282193402, 1.024063208,
2175.302625059, 1.024671266,
2175.323056616, 1.022795622,
2175.343488372, 1.025292176,
2175.363919929, 1.024348623,
2175.384351585, 1.027790330,
2175.404783341, 1.024348884,
2175.466078307, 1.023298254,
2175.486509962, 1.025868635,
2175.506941517, 1.024821968,
2175.527373271, 1.023678493,
2175.547804925, 1.024703969,
2175.568236479, 1.025506990,
2175.588668233, 1.023969153,
2175.609099886, 1.024782172,
2175.629531440, 1.025771633,
2175.649963192, 1.025965091,
2175.670394845, 1.026656442,
2175.690826598, 1.023690941,
2175.711258150, 1.023877707,
2175.731689802, 1.024068169,
2175.752121554, 1.023238466,
2175.772553105, 1.024590806,
2175.792984756, 1.026225046,
2175.813416507, 1.025504737,
2175.833848058, 1.027123499,
2175.854279708, 1.024620154,
2175.874711459, 1.022766641,
2175.895143109, 1.024559093,
2175.915574659, 1.026109101,
2175.936006408, 1.024456007,
2175.956438057, 1.025474063,
2175.976869606, 1.025326365,
2175.997301355, 1.027109770,
2176.017732904, 1.025814198,
2176.038164552, 1.025866137,
2176.058596300, 1.024240940,
2176.079027948, 1.024937160,
2176.099459595, 1.026001594,
2176.119891243, 1.023796226,
2176.140322790, 1.025845987,
2176.181186183, 1.025657026,
2176.201617730, 1.027002291,
2176.222049476, 1.025280519,
2176.242481122, 1.025698303,
2176.262912668, 1.024763823,
2176.283344413, 1.033396760,
2176.303776058, 1.026484541,
2176.324207703, 1.026374976,
2176.344639348, 1.028977116,
2176.365070992, 1.026349677,
2176.426365925, 1.024277369,
2176.446797568, 1.025150922,
2176.467229311, 1.025658845,
2176.487660854, 1.026564345,
2176.508092598, 1.023451908,
2176.528524240, 1.024428398,
2176.548955783, 1.027734319,
2176.569387525, 1.026404291,
2176.589819167, 1.027650536,
2176.610250708, 1.027053684,
2176.630682450, 1.026310166,
2176.671545632, 1.024673876,
2176.691977373, 1.024662962,
2176.712409013, 1.027902883,
2176.732840553, 1.024253284,
2176.773703833, 1.026769530,
2176.794135473, 1.024855170,
2176.814567212, 1.030609111,
2176.834998851, 1.028276973,
2176.855430390, 1.027825186,
2176.875862129, 1.025302963,
2176.896293767, 1.023961390,
2176.916725405, 1.026398483,
2176.937157043, 1.026488581,
2176.957588681, 1.023373059,
2176.978020419, 1.024338827,
2176.998451956, 1.024012851,
2177.018883593, 1.026704586,
2177.039315330, 1.028944868,
2177.059746866, 1.026439719,
2177.080178503, 1.027806858,
2177.100610239, 1.026334663,
2177.121041775, 1.027309561,
2177.161905146, 1.026787965,
2177.182336681, 1.028291853,
2177.202768316, 1.027991104,
2177.223200050, 1.024964204,
2177.243631585, 1.026735983,
2177.264063219, 1.028641395,
2177.284494954, 1.027351207,
2177.304926587, 1.027777793,
2177.325358221, 1.026413169,
2177.345789854, 1.026924176,
2177.366221488, 1.027014153,
2177.407084753, 1.025101888,
2177.427516386, 1.027600988,
2177.447948118, 1.028087805,
2177.468379650, 1.023966922,
2177.488811282, 1.028872375,
2177.509242914, 1.025254755,
2177.529674545, 1.028402182,
2177.550106076, 1.027792202,
2177.570537807, 1.027020455,
2177.590969438, 1.024547458,
2177.611400968, 1.026493097,
2177.652264328, 1.027416120,
2177.672695958, 1.029516612,
2177.693127588, 1.025793651,
2177.713559217, 1.026248956,
2177.733990946, 1.025902417,
2177.754422475, 1.028033980,
2177.774854104, 1.028709381,
2177.795285833, 1.026224813,
2177.815717461, 1.025106885,
2177.836148989, 1.027770576,
2177.856580717, 1.027787531,
2177.897443872, 1.026624719,
2177.917875599, 1.027618442,
2177.938307226, 1.028155937,
2177.958738753, 1.026221480,
2177.979170479, 1.033238232,
2177.999602106, 1.028318346,
2178.020033632, 1.027030954,
2178.040465358, 1.027969955,
2178.060896983, 1.031547072,
2178.081328509, 1.029035696,
2178.101760234, 1.029957108,
2178.122191859, 1.027685337,
2178.142623484, 1.027038929,
2178.163055108, 1.029391895,
2178.183486733, 1.028499775,
2178.203918357, 1.026933824,
2178.224349981, 1.028938574,
2178.244781605, 1.027389466,
2178.265213228, 1.026226222,
2178.285644851, 1.030622827,
2178.306076474, 1.028593731,
2178.326508098, 1.029479593,
2178.346939720, 1.028014003,
2178.367371342, 1.029718104,
2178.387803065, 1.027069294,
2178.408234587, 1.027989061,
2178.428666208, 1.027646832,
2178.449097930, 1.027234297,
2178.469529452, 1.028377299,
2178.489961073, 1.027090042,
2178.510392794, 1.030565732,
2178.530824314, 1.028456944,
2178.551256035, 1.030296393,
2178.571687655, 1.027435336,
2178.592119176, 1.028747682,
2178.632982515, 1.029493478,
2178.653414135, 1.026360135,
2178.673845754, 1.026747277,
2178.694277373, 1.030064970,
2178.735140610, 1.028091037,
2178.755572229, 1.029776154,
2178.776003847, 1.028922988,
2178.796435565, 1.029977134,
2178.816867083, 1.030125795,
2178.837298700, 1.027607902,
2178.857730418, 1.027933808,
2178.878161935, 1.031443687,
2178.898593652, 1.028885853,
2178.919025169, 1.028528799,
2178.939456786, 1.026366820,
2178.959888502, 1.026490266,
2178.980320018, 1.029265705,
2179.000751634, 1.027886239,
2179.021183350, 1.030674827,
2179.041614865, 1.027920318,
2179.062046481, 1.031212182,
2179.082478196, 1.028776854,
2179.123341326, 1.030713556,
2179.143773040, 1.029274157,
2179.164204555, 1.027616856,
2179.184636169, 1.028321112,
2179.205067883, 1.030248734,
2179.225499496, 1.030374476,
2179.266362723, 1.029824616,
2179.286794336, 1.028713346,
2179.307226049, 1.028853853,
2179.327657562, 1.027976312,
2179.368520887, 1.028155859,
2179.388952399, 1.029526182,
2179.409384011, 1.027539207,
2179.429815723, 1.029636351,
2179.450247234, 1.029703013,
2179.470678845, 1.029285463,
2179.491110557, 1.030828406,
2179.511542068, 1.027879056,
2179.531973678, 1.029123278,
2179.552405389, 1.030777414,
2179.572836899, 1.030170108,
2179.593268509, 1.030173485,
2179.613700219, 1.025871115,
2179.634131729, 1.030633278,
2179.654563438, 1.030098297,
2179.674995048, 1.030420530,
2179.695426557, 1.030456882,
2179.715858266, 1.027416118,
2179.736289875, 1.031900940,
2179.756721383, 1.030045327,
2179.777153091, 1.030399509,
2179.818016208, 1.031030369,
2179.838447915, 1.032290499,
2179.858879523, 1.031165816,
2179.879311030, 1.030244656,
2179.899742738, 1.027907512,
2179.920174345, 1.032316165,
2179.940605851, 1.029641875,
2179.961037558, 1.029828316,
2179.981469164, 1.032853035,
2180.001900871, 1.031532355,
2180.022332377, 1.032170153,
2180.042763982, 1.030798144,
2180.063195688, 1.029747270,
2180.104058799, 1.030825620,
2180.124490504, 1.029832809,
2180.144922109, 1.029679354,
2180.165353614, 1.029056325,
2180.185785318, 1.028389639,
2180.206216922, 1.032150723,
2180.226648427, 1.030160300,
2180.247080130, 1.032762472,
2180.267511734, 1.032866922,
2180.287943238, 1.032938146,
2180.308374941, 1.031165171,
2180.349238047, 1.032337904,
2180.369669750, 1.030791734,
2180.390101253, 1.030932286,
2180.410532955, 1.032789870,
2180.430964557, 1.032641346,
2180.451396059, 1.030970938,
2180.471827761, 1.031257762,
2180.492259363, 1.030265675,
2180.512690964, 1.031471088,
2180.533122566, 1.031268219,
2180.553554167, 1.029214826,
2180.573985768, 1.031791477,
2180.594417368, 1.034561920,
2180.614848969, 1.032951359,
2180.635280569, 1.032702383,
2180.655712270, 1.035158446,
2180.676143770, 1.036914589,
2180.696575369, 1.032156728,
2180.737438569, 1.032821717,
2180.757870268, 1.032403099,
2180.778301867, 1.033087842,
2180.798733366, 1.034611540,
2180.819165065, 1.034720350,
2180.839596663, 1.031526292,
2180.860028162, 1.029912735,
2180.880459860, 1.031029120,
2180.900891458, 1.033478752,
2180.921322955, 1.032068167,
2180.941754653, 1.030538729,
2180.962186250, 1.033292543,
2180.982617848, 1.034407877,
2181.003049445, 1.032987420,
2181.023481042, 1.032111101,
2181.043912639, 1.034814892,
2181.064344235, 1.033462944,
2181.084775831, 1.033129666,
2181.105207428, 1.032751296,
2181.125639024, 1.032955515,
2181.146070619, 1.031373846,
2181.166502215, 1.034717115,
2181.186933811, 1.030811156,
2181.207365406, 1.034246725,
2181.227797101, 1.035045421,
2181.248228596, 1.032978602,
2181.268660191, 1.032778784,
2181.289091885, 1.032560977,
2181.329954974, 1.031405860,
2181.350386668, 1.033949472,
2181.370818162, 1.034691154,
2181.391249756, 1.035521860,
2181.411681449, 1.032873830,
2181.432112943, 1.033390713,
2181.452544536, 1.033347259,
2181.472976229, 1.034338830,
2181.493407822, 1.033767039,
2181.513839414, 1.033842036,
2181.534271007, 1.031860415,
2181.554702599, 1.035171420,
2181.575134191, 1.033177236,
2181.595565783, 1.033278470,
2181.615997375, 1.035320096,
2181.636428967, 1.034637851,
2181.656860558, 1.032877751,
2181.677292149, 1.035637048,
2181.697723840, 1.036104892,
2181.718155331, 1.031808711,
2181.738586922, 1.035088559,
2181.759018513, 1.032145593,
2181.779450103, 1.032756105,
2181.820313283, 1.036808148,
2181.840744873, 1.035176531,
2181.861176563, 1.035757247,
2181.881608053, 1.034990367,
2181.902039642, 1.032949759,
2181.922471331, 1.035060875,
2181.942902821, 1.032771614,
2181.963334409, 1.035780762,
2181.983766098, 1.035224031,
2182.004197587, 1.037141228,
2182.024629175, 1.036904703,
2182.045060863, 1.035751196,
2182.065492451, 1.035322554,
2182.085923939, 1.036040074,
2182.106355627, 1.039983729,
2182.126787214, 1.039314112,
2182.147218702, 1.036494771,
2182.167650389, 1.034229318,
2182.188081976, 1.037517799,
2182.208513663, 1.034244746,
2182.228945150, 1.037515655,
2182.249376736, 1.035361145,
2182.269808423, 1.032278701,
2182.290239909, 1.037919385,
2182.310671495, 1.035236828,
2182.331103181, 1.033670136,
2182.351534667, 1.038207121,
2182.371966252, 1.035451994,
2182.392397938, 1.037759372,
2182.412829423, 1.036531165,
2182.433261008, 1.040442574,
2182.453692593, 1.036042643,
2182.474124178, 1.036168470,
2182.494555763, 1.039056767,
2182.514987447, 1.035406383,
2182.535418931, 1.036682560,
2182.555850615, 1.035959422,
2182.576282199, 1.037125895,
2182.596713683, 1.035102095,
2182.617145367, 1.034888046,
2182.637576950, 1.072496106,
2182.658008434, 1.037935353,
2182.678440117, 1.034467521,
2182.698871700, 1.038028935,
2182.719303183, 1.041224964,
2182.739734865, 1.037758830,
2182.760166448, 1.034805695,
2182.801029612, 1.037730676,
2182.821461195, 1.038775167,
2182.841892677, 1.037642217,
2182.862324358, 1.038895180,
2182.882755940, 1.037833572,
2182.903187621, 1.039928636,
2182.923619102, 1.038753672,
2182.944050684, 1.037648949,
2182.964482365, 1.039128410,
2182.984913845, 1.037671650,
2183.005345426, 1.039224206,
2183.025777107, 1.036385038,
2183.046208687, 1.039845024,
2183.066640167, 1.037067067,
2183.087071847, 1.039957812,
2183.107503427, 1.039890146,
2183.127934907, 1.038529665,
2183.148366586, 1.038037224,
2183.189229645, 1.035808445,
2183.209661324, 1.039298548,
2183.230092803, 1.038570676,
2183.250524482, 1.040583055,
2183.291387539, 1.041300345,
2183.311819218, 1.045393929,
2183.332250796, 1.040876479,
2183.352682274, 1.038642158,
2183.373113952, 1.038332121,
2183.393545529, 1.041410679,
2183.413977107, 1.038993498,
2183.434408685, 1.042016198,
2183.454840262, 1.039847450,
2183.495703416, 1.042319664,
2183.536566570, 1.040875143,
2183.556998246, 1.040850684,
2183.577429723, 1.039147029,
2183.597861399, 1.041392300,
2183.618292975, 1.037246644,
2183.638724451, 1.039066995,
2183.659156127, 1.044766958,
2183.679587702, 1.037824243,
2183.700019178, 1.040706946,
2183.720450853, 1.038104752,
2183.740882429, 1.042635389,
2183.781745579, 1.041658832,
2183.802177153, 1.039412830,
2183.822608628, 1.038889959,
2183.843040303, 1.042612167,
2183.863471877, 1.040076426,
2183.883903451, 1.040954577,
2183.904335025, 1.042080713,
2183.924766599, 1.039685819,
2183.945198173, 1.037779424,
2183.965629747, 1.043517965,
2183.986061320, 1.041448354,
2184.006492894, 1.038966266,
2184.026924467, 1.041584072,
2184.047356040, 1.043164111,
2184.067787713, 1.045910205,
2184.088219186, 1.043782775,
2184.108650758, 1.041717512,
2184.129082431, 1.041157439,
2184.149513903, 1.045427139,
2184.169945476, 1.042198321,
2184.190377148, 1.042716375,
2184.210808620, 1.041301962,
2184.231240191, 1.043326461,
2184.272103335, 1.040264037,
2184.292535006, 1.041727739,
2184.312966577, 1.043574865,
2184.333398048, 1.043239897,
2184.353829719, 1.040764823,
2184.374261290, 1.042618503,
2184.394692861, 1.041860993,
2184.415124431, 1.043174364,
2184.435556002, 1.042409275,
2184.455987572, 1.044467705,
2184.476419142, 1.042655759,
2184.496850712, 1.044999719,
2184.517282282, 1.042439786,
2184.537713952, 1.043371367,
2184.558145422, 1.044950160,
2184.578576991, 1.044400390,
2184.599008661, 1.041732111,
2184.619440130, 1.043503175,
2184.639871799, 1.043735281,
2184.660303268, 1.042877643,
2184.680734837, 1.044277986,
2184.701166505, 1.046631340,
2184.721597974, 1.043693545,
2184.742029542, 1.044740063,
2184.762461211, 1.043832245,
2184.782892679, 1.048422230,
2184.803324247, 1.047350494,
2184.823755915, 1.045748466,
2184.844187382, 1.046692822,
2184.864618950, 1.046940952,
2184.885050618, 1.041949753,
2184.905482185, 1.046278743,
2184.925913652, 1.045518252,
2184.946345319, 1.046604015,
2184.966776886, 1.043699322,
2185.007640020, 1.047994908,
2185.028071586, 1.044808376,
2185.048503253, 1.048496780,
2185.068934719, 1.045694236,
2185.089366285, 1.045096407,
2185.109797951, 1.047437952,
2185.130229417, 1.046487534,
2185.150660983, 1.046045788,
2185.171092649, 1.048461269,
2185.191524114, 1.046072996,
2185.211955680, 1.047401029,
2185.252818810, 1.048630783,
2185.273250375, 1.049330316,
2185.293682040, 1.045020174,
2185.314113505, 1.048209304,
2185.334545170, 1.047020807,
2185.354976634, 1.047092470,
2185.375408299, 1.047870864,
2185.395839863, 1.049445036,
2185.416271427, 1.047951272,
2185.436702891, 1.047503231,
2185.457134555, 1.050537395,
2185.518429246, 1.046684070,
2185.538860809, 1.049100719,
2185.559292273, 1.048802115,
2185.579723936, 1.045539070,
2185.600155499, 1.046031459,
2185.620587162, 1.048970419,
2185.641018625, 1.046796631,
2185.661450187, 1.050233855,
2185.681881850, 1.052795412,
2185.702313312, 1.053015716,
2185.722744875, 1.050783882,
2185.743176537, 1.050970684,
2185.763607999, 1.050891051,
2185.784039561, 1.049007113,
2185.804471223, 1.051741845,
2185.824902685, 1.050405164,
2185.845334246, 1.050388344,
2185.865765908, 1.053167730,
2185.886197469, 1.050500040,
2185.906628930, 1.048382442,
2185.927060592, 1.054054131,
2185.947492153, 1.052087136,
2185.967923714, 1.052995509,
2185.988355274, 1.051314928,
2186.008786835, 1.049320966,
2186.049649956, 1.052775093,
2186.070081416, 1.052398045,
2186.090513077, 1.050896109,
2186.110944637, 1.052271767,
2186.131376097, 1.051406373,
2186.151807756, 1.050446298,
2186.172239316, 1.056469747,
2186.192670776, 1.053869888,
2186.213102435, 1.052444550,
2186.233533995, 1.054224004,
2186.253965554, 1.053102176,
2186.274397113, 1.052326936,
2186.294828672, 1.051986989,
2186.315260331, 1.054512537,
2186.335691790, 1.054943190,
2186.356123349, 1.051939845,
2186.376555008, 1.054522740,
2186.396986466, 1.052509422,
2186.417418024, 1.054028686,
2186.437849683, 1.053018851,
2186.458281241, 1.052901440,
2186.478712699, 1.052188974,
2186.499144357, 1.052791418,
2186.519575915, 1.056913098,
2186.540007372, 1.053686354,
2186.560439030, 1.053556871,
2186.580870588, 1.053611817,
2186.601302245, 1.055819906,
2186.621733702, 1.054188885,
2186.642165259, 1.053456529,
2186.662596917, 1.054503104,
2186.683028373, 1.053135572,
2186.723891487, 1.055508155,
2186.744323044, 1.055703417,
2186.764754600, 1.053332147,
2186.785186157, 1.053592511,
2186.805617713, 1.054551750,
2186.826049269, 1.053066828,
2186.846480825, 1.052856495,
2186.866912381, 1.054532756,
2186.887343937, 1.054291835,
2186.907775493, 1.053898102,
2186.928207049, 1.054813034,
2186.948638704, 1.053740706,
2186.969070260, 1.055227819,
2186.989501715, 1.054969413,
2187.009933370, 1.056912551,
2187.030364926, 1.054215990,
2187.050796381, 1.054893802,
2187.071228036, 1.055582435,
2187.091659591, 1.054909188,
2187.112091045, 1.053613424,
2187.132522700, 1.055288862,
